org_id,name
https://openalex.org/I23923803,University of Exeter
https://openalex.org/I4210122580,Taunton & Somerset NHS Foundation Trust
https://openalex.org/I4401726752,Somerset NHS Foundation Trust
https://openalex.org/I901861585,Vanderbilt University Medical Center
https://openalex.org/I891191580,Aalborg University
https://openalex.org/I84392919,Temple University
https://openalex.org/I76130692,Zhejiang University
https://openalex.org/I177725633,Chinese University of Hong Kong
https://openalex.org/I118905719,University of Primorska
https://openalex.org/I153976015,University of Ljubljana
https://openalex.org/I21203515,Kazan Federal University
https://openalex.org/I4210091918,Geodetic Institute of Slovenia
https://openalex.org/I4210144394,"Czech Academy of Sciences, Institute of Psychology"
https://openalex.org/I123534392,University of North Texas
https://openalex.org/I118987531,Anhui Jianzhu University
https://openalex.org/I4210156464,Anhui Xinhua University
https://openalex.org/I67415387,Lancaster University
https://openalex.org/I4577782,Technische Universität Berlin
https://openalex.org/I2800875726,Fritz Haber Institute of the Max Planck Society
https://openalex.org/I186903577,University of Luxembourg
https://openalex.org/I197347611,Korea University
https://openalex.org/I4210109712,Max Planck Institute for Informatics
https://openalex.org/I1294671590,Centre National de la Recherche Scientifique
https://openalex.org/I4210095736,"Laboratoire d'Électronique, Antennes et Télécommunications"
https://openalex.org/I2801356230,Thales (Australia)
https://openalex.org/I4210140930,Thales (France)
https://openalex.org/I107606265,Broad Institute
https://openalex.org/I1283280774,Brigham and Women's Hospital
https://openalex.org/I136199984,Harvard University
https://openalex.org/I4210087915,Massachusetts General Hospital
https://openalex.org/I4210117453,Dana-Farber Cancer Institute
https://openalex.org/I4210092658,Harvard–MIT Division of Health Sciences and Technology
https://openalex.org/I2801851002,Harvard University Press
https://openalex.org/I4210134579,Dana-Farber/Harvard Cancer Center
https://openalex.org/I4210157861,Harvard Stem Cell Institute
https://openalex.org/I102335020,Karlsruhe Institute of Technology
https://openalex.org/I5847235,University of Petroleum and Energy Studies
https://openalex.org/I111088046,Boston University
https://openalex.org/I2252096349,Fujitsu (Japan)
https://openalex.org/I180825142,"City, University of London"
https://openalex.org/I4210153853,Fujitsu (United Kingdom)
https://openalex.org/I190249584,Universität Innsbruck
https://openalex.org/I4210120293,Max Planck Institute of Quantum Optics
https://openalex.org/I189712700,University of Konstanz
https://openalex.org/I4210148047,Nicolae Bălcescu Land Forces Academy
https://openalex.org/I4210149165,Universitatea Din Petrosani
https://openalex.org/I124121301,Lucian Blaga University of Sibiu
https://openalex.org/I39343248,Humboldt-Universität zu Berlin
https://openalex.org/I78577930,Columbia University
https://openalex.org/I1321305853,National Bureau of Economic Research
https://openalex.org/I114027177,University of North Carolina at Chapel Hill
https://openalex.org/I50357001,Universidad Carlos III de Madrid
https://openalex.org/I111979921,Northwestern University
https://openalex.org/I4210120221,Max Planck Institute for Human Development
https://openalex.org/I83019370,Eindhoven University of Technology
https://openalex.org/I74801974,The University of Tokyo
https://openalex.org/I4210092408,Toulouse School of Economics
https://openalex.org/I874792244,European University Institute
https://openalex.org/I4210097606,GNA University
https://openalex.org/I887968799,RWTH Aachen University
https://openalex.org/I145872427,Radboud University Nijmegen
https://openalex.org/I204983213,Harbin Institute of Technology
https://openalex.org/I204778367,Norwegian University of Science and Technology
https://openalex.org/I4405392,Boğaziçi University
https://openalex.org/I4210142080,Services Australia
https://openalex.org/I4210163549,Act Health
https://openalex.org/I4387155473,ACT Government
https://openalex.org/I118373667,Seoul National University of Science and Technology
https://openalex.org/I174306211,Technion – Israel Institute of Technology
https://openalex.org/I200769079,Hong Kong University of Science and Technology
https://openalex.org/I4210136793,Peng Cheng Laboratory
https://openalex.org/I30809798,ShanghaiTech University
https://openalex.org/I2250955327,Huawei Technologies (China)
https://openalex.org/I99065089,Tsinghua University
https://openalex.org/I160993911,Queensland University of Technology
https://openalex.org/I205274468,Trinity College Dublin
https://openalex.org/I114017466,University of Technology Sydney
https://openalex.org/I28290843,University of Surrey
https://openalex.org/I4210147764,Institute of Microbial Technology
https://openalex.org/I99364266,Academy of Scientific and Innovative Research
https://openalex.org/I165779595,The University of Melbourne
https://openalex.org/I56590836,Monash University
https://openalex.org/I63525965,Western Sydney University
https://openalex.org/I71270174,Victoria University
https://openalex.org/I124261006,École Supérieure des Sciences Économiques et Commerciales
https://openalex.org/I154130895,University of Auckland
https://openalex.org/I4210134189,Xiamen University Malaysia
https://openalex.org/I35440088,ETH Zurich
https://openalex.org/I45571689,Moscow Aviation Institute
https://openalex.org/I4210159778,National Research Council Canada
https://openalex.org/I4210134091,Yahoo (United States)
https://openalex.org/I39555362,University of Warwick
https://openalex.org/I4210119109,Indiana University Bloomington
https://openalex.org/I12912129,Northeastern University
https://openalex.org/I130238516,University of Minnesota
https://openalex.org/I149899117,Max Planck Society
https://openalex.org/I20089843,Princeton University
https://openalex.org/I4210087166,Max Planck Institute for Ornithology
https://openalex.org/I141596103,University of Lisbon
https://openalex.org/I4210127031,Uninova
https://openalex.org/I83558840,Universidade Nova de Lisboa
https://openalex.org/I63135867,University of Cincinnati
https://openalex.org/I318025780,Foxconn (United States)
https://openalex.org/I4210104665,University of Applied Sciences Emden Leer
https://openalex.org/I129162050,TBS Education
https://openalex.org/I125749732,Western University
https://openalex.org/I51601045,University of Bath
https://openalex.org/I82284825,Cranfield University
https://openalex.org/I193531525,George Washington University
https://openalex.org/I102322142,"Rutgers, The State University of New Jersey"
https://openalex.org/I193700539,Tilburg University
https://openalex.org/I60733029,Monash Institute of Medical Research
https://openalex.org/I193662353,Utrecht University
https://openalex.org/I12870472,Birmingham City University
https://openalex.org/I79619799,University of Birmingham
https://openalex.org/I114832834,Tulane University
https://openalex.org/I183935753,King's College London
https://openalex.org/I4210119896,King's College School
https://openalex.org/I102149020,University of North Carolina at Charlotte
https://openalex.org/I84884186,Newcastle University
https://openalex.org/I71052956,University of Reading
https://openalex.org/I1289910757,NEOMA Business School
https://openalex.org/I126231945,Queen's University Belfast
https://openalex.org/I3133184724,University College Birmingham
https://openalex.org/I18014758,Simon Fraser University
https://openalex.org/I1925986,Loyola University Chicago
https://openalex.org/I163340411,Hohai University
https://openalex.org/I4210128491,Guangzhou Institute of Energy Conversion
https://openalex.org/I40120149,University of Oxford
https://openalex.org/I129604602,The University of Sydney
https://openalex.org/I47508984,Imperial College London
https://openalex.org/I4210109636,NIHR Imperial Biomedical Research Centre
https://openalex.org/I185261750,University of Toronto
https://openalex.org/I4210110240,Max Planck Institute for the Science of Light
https://openalex.org/I4210127509,Vector Institute
https://openalex.org/I205783295,Cornell University
https://openalex.org/I183067930,Shanghai Jiao Tong University
https://openalex.org/I109736498,Canadian Institute for Advanced Research
https://openalex.org/I251424209,Universitat de Girona
https://openalex.org/I4210092133,Centro de Investigación Biomédica en Red Diabetes y Enfermedades Metabólicas Asociadas
https://openalex.org/I166595947,Federal University of São João del-Rei
https://openalex.org/I4210136482,Federal Center for Technological Education of Minas Gerais
https://openalex.org/I8408910,Cardiff Metropolitan University
https://openalex.org/I863896202,Delhi Technological University
https://openalex.org/I11019714,Universidade da Coruña
https://openalex.org/I4210113932,Materials Systems (United States)
https://openalex.org/I51556381,University of Virginia
https://openalex.org/I58956616,Case Western Reserve University
https://openalex.org/I137902535,North Carolina State University
https://openalex.org/I191208505,Xiamen University
https://openalex.org/I2801954088,Islamic Azad University of Kermanshah
https://openalex.org/I92715842,University of West Bohemia in Pilsen
https://openalex.org/I99043593,Macquarie University
https://openalex.org/I70640408,Tehran University of Medical Sciences
https://openalex.org/I1187138,Razi University
https://openalex.org/I4210152146,Islamic Azad University Kerman
https://openalex.org/I251738,Edinburgh Napier University
https://openalex.org/I135310074,University of Wisconsin–Madison
https://openalex.org/I121820613,Louisiana State University
https://openalex.org/I4210146430,Astronomy and Space
https://openalex.org/I181414168,Texas A&M University – Kingsville
https://openalex.org/I20231570,Peking University
https://openalex.org/I75717288,Rogers (United States)
https://openalex.org/I2800744764,Islamic Azad University Medical Branch of Tehran
https://openalex.org/I310735636,Zabol University of Medical Sciences
https://openalex.org/I39642139,Kermanshah University of Medical Sciences
https://openalex.org/I70876197,Babol University of Medical Sciences
https://openalex.org/I929597975,National University of Sciences and Technology
https://openalex.org/I4210128435,MWT Materials (United States)
https://openalex.org/I40347166,University of Chicago
https://openalex.org/I181647926,University of Strathclyde
https://openalex.org/I121797337,Leiden University
https://openalex.org/I130701444,Georgia Institute of Technology
https://openalex.org/I24027795,University of Johannesburg
https://openalex.org/I913481162,Wageningen University & Research
https://openalex.org/I114090438,Goethe University Frankfurt
https://openalex.org/I4210122504,LOEWE Centre for Translational Biodiversity Genomics
https://openalex.org/I2801134892,Novo Nordisk Foundation
https://openalex.org/I96673099,Technical University of Denmark
https://openalex.org/I1850255,University of Basel
https://openalex.org/I4210111138,Oncode Institute
https://openalex.org/I4210133171,Centre for Human Drug Research
https://openalex.org/I75356249,Hochschule Düsseldorf University of Applied Sciences
https://openalex.org/I2799323385,Board of the Swiss Federal Institutes of Technology
https://openalex.org/I76198965,Friedrich Schiller University Jena
https://openalex.org/I67348948,Bayer (Germany)
https://openalex.org/I27837315,University of Michigan
https://openalex.org/I1298838906,Institut de Chimie des Substances Naturelles
https://openalex.org/I277688954,Université Paris-Saclay
https://openalex.org/I4210100293,Pfizer (Germany)
https://openalex.org/I16835326,University of St Andrews
https://openalex.org/I3018483916,University Medical Center Utrecht
https://openalex.org/I4210124929,Helmholtz Centre for Infection Research
https://openalex.org/I4210142777,Helmholtz Institute for Pharmaceutical Research Saarland
https://openalex.org/I91712215,Saarland University
https://openalex.org/I150209017,Scripps Institution of Oceanography
https://openalex.org/I4210140114,Scripps (United States)
https://openalex.org/I157485424,Korea Advanced Institute of Science and Technology
https://openalex.org/I205490536,Dongguk University
https://openalex.org/I17974374,Universidade de São Paulo
https://openalex.org/I4210115377,VIB-KU Leuven Center for Microbiology
https://openalex.org/I99464096,KU Leuven
https://openalex.org/I161103922,Philipps University of Marburg
https://openalex.org/I68956291,Martin Luther University Halle-Wittenberg
https://openalex.org/I170897317,Duke University
https://openalex.org/I5124864,École Polytechnique Fédérale de Lausanne
https://openalex.org/I4210164937,Microsoft Research (United Kingdom)
https://openalex.org/I4210133112,Canada's Michael Smith Genome Sciences Centre
https://openalex.org/I200719446,Vanderbilt University
https://openalex.org/I34352273,Maastricht University
https://openalex.org/I1303153112,European Bioinformatics Institute
https://openalex.org/I8087733,University of Tübingen
https://openalex.org/I2279609970,Université de Lille
https://openalex.org/I4210115519,Centre de Recherche en Informatique
https://openalex.org/I4210139777,Berlin Institute of Health at Charité - Universitätsmedizin Berlin
https://openalex.org/I7877124,Charité - Universitätsmedizin Berlin
https://openalex.org/I36258959,University of California San Diego
https://openalex.org/I4210115305,German Center for Infection Research
https://openalex.org/I4210128801,Helmholtz Center for Information Security
https://openalex.org/I4210107786,Netherlands Institute of Ecology
https://openalex.org/I63664421,Swiss Federal Institute of Aquatic Science and Technology
https://openalex.org/I5593406,Universitat Ramon Llull
https://openalex.org/I157725225,University of Illinois Urbana-Champaign
https://openalex.org/I165143802,The University of Queensland
https://openalex.org/I219193219,Purdue University West Lafayette
https://openalex.org/I106165777,University of Central Florida
https://openalex.org/I4210105078,Design Interactive (United States)
https://openalex.org/I4210163588,Biosignatures (United Kingdom)
https://openalex.org/I900890020,University of Palermo
https://openalex.org/I4210121775,FORTH Institute of Computer Science
https://openalex.org/I62916508,Technical University of Munich
https://openalex.org/I108192572,HEC Montréal
https://openalex.org/I145311948,Johns Hopkins University
https://openalex.org/I4210099783,Center for Strategic Research
https://openalex.org/I66946132,"University of Maryland, College Park"
https://openalex.org/I1343052199,Kaiser Permanente
https://openalex.org/I4210164862,Artificial Intelligence in Medicine (Canada)
https://openalex.org/I1305399269,Physicians Committee for Responsible Medicine
https://openalex.org/I142617266,University of Crete
https://openalex.org/I4210139279,FORTH Institute of Astrophysics
https://openalex.org/I159176309,Universität Hamburg
https://openalex.org/I884043246,Hamburg University of Technology
https://openalex.org/I57298602,Alcorn State University
https://openalex.org/I1307098950,Salk Institute for Biological Studies
https://openalex.org/I32062511,Heriot-Watt University
https://openalex.org/I1322154956,Office of Gas and Electricity Markets
https://openalex.org/I11701301,Griffith University
https://openalex.org/I48379061,Shahid Beheshti University
https://openalex.org/I19820366,Chinese Academy of Sciences
https://openalex.org/I4210137199,Aerospace Information Research Institute
https://openalex.org/I3124059619,China University of Geosciences
https://openalex.org/I4210124748,Institute of Mountain Hazards and Environment
https://openalex.org/I4210165038,University of Chinese Academy of Sciences
https://openalex.org/I152031979,Nanjing Normal University
https://openalex.org/I4210165559,Institute of Soil Science
https://openalex.org/I4210090176,Institute of Computing Technology
https://openalex.org/I200845125,Nanjing University of Information Science and Technology
https://openalex.org/I33213144,University of Florida
https://openalex.org/I103635307,"University of California, Riverside"
https://openalex.org/I889458895,University of Hong Kong
https://openalex.org/I4210096250,Beijing Institute of Big Data Research
https://openalex.org/I4405265946,International Research Center of Big Data for Sustainable Development Goals
https://openalex.org/I4210086287,Institute of Vertebrate Paleontology and Paleoanthropology
https://openalex.org/I137479271,Helmholtz Centre for Environmental Research
https://openalex.org/I4210148180,Institute for Sustainability
https://openalex.org/I80606768,Universidad de Extremadura
https://openalex.org/I106785703,Institut polytechnique de Grenoble
https://openalex.org/I4210101348,Centre Inria de l'Université Grenoble Alpes
https://openalex.org/I4210149092,Laboratoire Jean Kuntzmann
https://openalex.org/I899635006,Université Grenoble Alpes
https://openalex.org/I4210115570,National Space Science Center
https://openalex.org/I24185976,Sichuan University
https://openalex.org/I181369854,Friedrich-Alexander-Universität Erlangen-Nürnberg
https://openalex.org/I4210088053,Universitätsklinikum Erlangen
https://openalex.org/I180726961,Shenzhen University
https://openalex.org/I3131625388,University Town of Shenzhen
https://openalex.org/I138801177,University of Ulster
https://openalex.org/I4210089761,West China Hospital of Sichuan University
https://openalex.org/I4210150297,Institute of Business Management
https://openalex.org/I4528857,University of Kuala Lumpur
https://openalex.org/I195024194,Riphah International University
https://openalex.org/I923305593,Ziauddin University
https://openalex.org/I182534213,Universidade do Porto
https://openalex.org/I4210166615,INESC TEC
https://openalex.org/I83863532,Polytechnic Institute of Porto
https://openalex.org/I80143920,Shandong University of Science and Technology
https://openalex.org/I66943878,De Montfort University
https://openalex.org/I162714631,George Mason University
https://openalex.org/I188538660,University of Colorado Boulder
https://openalex.org/I4210114008,Laboratory for Atmospheric and Space Physics
https://openalex.org/I148283060,Lawrence Berkeley National Laboratory
https://openalex.org/I97018004,Stanford University
https://openalex.org/I1334627681,Jet Propulsion Laboratory
https://openalex.org/I79272384,"University of Maryland, Baltimore County"
https://openalex.org/I201448701,University of Washington
https://openalex.org/I155093810,University of Idaho
https://openalex.org/I87097829,University of North Carolina at Asheville
https://openalex.org/I4210104575,Anaconda (United States)
https://openalex.org/I164936912,The University of Texas at El Paso
https://openalex.org/I2799356940,University Corporation for Atmospheric Research
https://openalex.org/I107766831,NSF National Center for Atmospheric Research
https://openalex.org/I1306266525,Goddard Space Flight Center
https://openalex.org/I4210144776,Earth System Science Interdisciplinary Center
https://openalex.org/I157394403,Baylor University
https://openalex.org/I168879160,Zhejiang University of Science and Technology
https://openalex.org/I55712492,Zhejiang University of Technology
https://openalex.org/I4210126328,IBM Research - Zurich
https://openalex.org/I180670191,"University of California, San Francisco"
https://openalex.org/I4210151352,Biocom
https://openalex.org/I7882870,University of Glasgow
https://openalex.org/I4210125326,Public Health Ontario
https://openalex.org/I210557978,Lunenfeld-Tanenbaum Research Institute
https://openalex.org/I2801862477,Canada Research Chairs
https://openalex.org/I59725666,University of Reggio Calabria
https://openalex.org/I241749,University of Cambridge
https://openalex.org/I135140700,University of Bonn
https://openalex.org/I4210110431,Microsoft (Netherlands)
https://openalex.org/I180437899,University of Bremen
https://openalex.org/I9360294,University of Bologna
https://openalex.org/I4210121186,Royal Marsden Hospital
https://openalex.org/I113358080,Champalimaud Foundation
https://openalex.org/I45129253,University College London
https://openalex.org/I79576946,University of Pennsylvania
https://openalex.org/I3019010403,Hospital Universitari i Politècnic La Fe
https://openalex.org/I98259816,"Birkbeck, University of London"
https://openalex.org/I859038795,Virginia Tech
https://openalex.org/I153355300,Imperial College Healthcare NHS Trust
https://openalex.org/I79620101,University of Arkansas for Medical Sciences
https://openalex.org/I133837150,University of Huddersfield
https://openalex.org/I183898223,International Hellenic University
https://openalex.org/I66862912,Chalmers University of Technology
https://openalex.org/I881427289,University of Gothenburg
https://openalex.org/I4210123185,Zhejiang Lab
https://openalex.org/I20272500,University of Basilicata
https://openalex.org/I131729948,University of Salerno
https://openalex.org/I4210127875,Nvidia (United States)
https://openalex.org/I4210158236,The Prostate Centre
https://openalex.org/I170215575,National University of Defense Technology
https://openalex.org/I100286613,Hunan Institute of Science and Technology
https://openalex.org/I2802331213,Paris School of Business
https://openalex.org/I122534668,Marche Polytechnic University
https://openalex.org/I174731842,Islamia University of Bahawalpur
https://openalex.org/I131781684,Intel (Ireland)
https://openalex.org/I4210144925,Technological University Dublin
https://openalex.org/I181343428,University of Zagreb
https://openalex.org/I4210102377,Istituto Clinico Sant'Ambrogio
https://openalex.org/I66752286,University of Milano-Bicocca
https://openalex.org/I16656306,Meiji University
https://openalex.org/I92869138,BOKU University
https://openalex.org/I1326498283,Institut national de recherche en sciences et technologies du numérique
https://openalex.org/I162096671,Universidad de Los Andes
https://openalex.org/I2800274787,"Fraunhofer Institute for Telecommunications, Heinrich Hertz Institute"
https://openalex.org/I4401727010,Berlin Institute for the Foundations of Learning and Data
https://openalex.org/I184656255,University of Liechtenstein
https://openalex.org/I54009628,University of Bayreuth
https://openalex.org/I96916377,Walailak University
https://openalex.org/I4210160017,Nakhon Si Thammarat Rajabhat University
https://openalex.org/I4405267400,Centre for Tactile Internet with Human-in-the-Loop
https://openalex.org/I78650965,Technische Universität Dresden
https://openalex.org/I1280536761,Ames Research Center
https://openalex.org/I1288214837,United States Naval Research Laboratory
https://openalex.org/I150229711,University of Electronic Science and Technology of China
https://openalex.org/I150807315,Guangxi University
https://openalex.org/I4210133436,Beijing Institute of Nanoenergy and Nanosystems
https://openalex.org/I4210146711,Sun Yat-sen University Cancer Center
https://openalex.org/I4210090868,Second Affiliated Hospital of Guangzhou Medical University
https://openalex.org/I92039509,Guangzhou Medical University
https://openalex.org/I159948400,Jinan University
https://openalex.org/I877176835,University of Guilan
https://openalex.org/I204337017,Aarhus University
https://openalex.org/I4210102012,Sci-Tech Daresbury
https://openalex.org/I4210085935,IBM Research - Almaden
https://openalex.org/I4210145865,IBM Research - Tokyo
https://openalex.org/I4210114115,IBM Research - Thomas J. Watson Research Center
https://openalex.org/I39854758,Auckland University of Technology
https://openalex.org/I60054993,Graphic Era University
https://openalex.org/I933318745,Dehradun Institute of Technology University
https://openalex.org/I4210100457,Samara University
https://openalex.org/I184999862,Universidad de Salamanca
https://openalex.org/I4387154232,AIR Institute
https://openalex.org/I72375662,Osaka Institute of Technology
https://openalex.org/I185163786,King Abdulaziz University
https://openalex.org/I64427410,Hong Kong Shue Yan University
https://openalex.org/I2750212522,Cold Spring Harbor Laboratory
https://openalex.org/I1292859797,Montreal Neurological Institute and Hospital
https://openalex.org/I4210159497,Ontario Brain Institute
https://openalex.org/I4210164802,Mila - Quebec Artificial Intelligence Institute
https://openalex.org/I5023651,McGill University
https://openalex.org/I4210113297,Google (United Kingdom)
https://openalex.org/I4210107338,Simons Foundation
https://openalex.org/I161318765,"University of California, Los Angeles"
https://openalex.org/I4210099336,Menlo School
https://openalex.org/I83041322,Brooklyn College
https://openalex.org/I4210142372,Human Media
https://openalex.org/I95457486,"University of California, Berkeley"
https://openalex.org/I181547552,Baylor College of Medicine
https://openalex.org/I4210125521,Translational Therapeutics (United States)
https://openalex.org/I158842170,Chongqing University
https://openalex.org/I69356397,Xi’an Jiaotong-Liverpool University
https://openalex.org/I65837984,Kobe University
https://openalex.org/I91041137,Assiut University
https://openalex.org/I28022161,King Saud University
https://openalex.org/I102134673,Linköping University
https://openalex.org/I161593684,Stockholm University
https://openalex.org/I3129773123,Bennett University
https://openalex.org/I887998513,Bharati Vidyapeeth Deemed University
https://openalex.org/I38192578,Pandit Ravishankar Shukla University
https://openalex.org/I4210105579,Minneapolis Business College
https://openalex.org/I4210118772,Roshydromet
https://openalex.org/I4210092957,Research Complex at Harwell
https://openalex.org/I1286704778,Rutherford Appleton Laboratory
https://openalex.org/I193775966,Yonsei University
https://openalex.org/I173063890,University of Applied Sciences Utrecht
https://openalex.org/I4210140540,Singularity University
https://openalex.org/I4210121800,Chan Zuckerberg Initiative (United States)
https://openalex.org/I4210124598,Palo Alto Institute
https://openalex.org/I4390039274,Arc Research Institute
https://openalex.org/I86987016,KTH Royal Institute of Technology
https://openalex.org/I4210137306,Stanford Medicine
https://openalex.org/I160856358,University of San Diego
https://openalex.org/I2801315873,Somerville Hospital
https://openalex.org/I2799503643,Columbia University Irving Medical Center
https://openalex.org/I1290206253,Microsoft (United States)
https://openalex.org/I1291425158,Google (United States)
https://openalex.org/I4210093397,XLIM
https://openalex.org/I4210100930,Futures Group (United States)
https://openalex.org/I4210102664,Enzo Life Sciences (United States)
https://openalex.org/I4210138560,European Molecular Biology Laboratory
https://openalex.org/I4210155419,Center for Systems Biology
https://openalex.org/I1344073410,Howard Hughes Medical Institute
https://openalex.org/I4210135134,Brotman Baty Institute
https://openalex.org/I4210109333,Evolutionary Genomics (United States)
https://openalex.org/I4210135169,Institut de Biologia Evolutiva
https://openalex.org/I4210137413,New York Consortium in Evolutionary Primatology
https://openalex.org/I3018134672,Helmholtz Zentrum München
https://openalex.org/I1321430492,Gladstone Institutes
https://openalex.org/I4210113480,Mohamed bin Zayed University of Artificial Intelligence
https://openalex.org/I74973139,Carnegie Mellon University
https://openalex.org/I4210088449,HES-SO Genève
https://openalex.org/I172675005,Nanyang Technological University
https://openalex.org/I24603500,University of Massachusetts Amherst
https://openalex.org/I121748325,Universidad Complutense de Madrid
https://openalex.org/I56404289,Indian Institute of Technology BHU
https://openalex.org/I91357014,Banaras Hindu University
https://openalex.org/I100930933,University College Dublin
https://openalex.org/I4210114445,Michigan Medicine
https://openalex.org/I134113660,"University of Nevada, Reno"
https://openalex.org/I4210092922,Methodist Hospital
https://openalex.org/I125680101,Turing Institute
https://openalex.org/I4210128584,The Alan Turing Institute
https://openalex.org/I4210146410,Science Oxford
https://openalex.org/I4210141930,Unité de catalyse et de chimie du solide de Lille
https://openalex.org/I44563897,Université d'Artois
https://openalex.org/I7454413,École Centrale de Lille
https://openalex.org/I1321296531,National Institute of Standards and Technology
https://openalex.org/I4210124755,National Institute of Standards
https://openalex.org/I4210126846,Information Technology Laboratory
https://openalex.org/I4210160970,Access to Wholistic and Productive Living Institute
https://openalex.org/I4210129636,Addis Ababa Science and Technology University
https://openalex.org/I8764889,University of Gondar
https://openalex.org/I111664937,Rzeszów University of Technology
https://openalex.org/I53411278,Chengdu University of Traditional Chinese Medicine
https://openalex.org/I1333153716,University City Science Center
https://openalex.org/I922845939,Philadelphia University
https://openalex.org/I12708293,SIB Swiss Institute of Bioinformatics
https://openalex.org/I154338468,University of Fribourg
https://openalex.org/I2799614521,"Royal Botanic Gardens, Kew"
https://openalex.org/I4391768272,State Key Laboratory of Tribology
https://openalex.org/I9086337,Taiyuan University of Technology
https://openalex.org/I4210156423,National Engineering Research Center for Information Technology in Agriculture
https://openalex.org/I4210122598,BenevolentAI (United Kingdom)
https://openalex.org/I78988378,Renmin University of China
https://openalex.org/I4210100255,Beijing Academy of Artificial Intelligence
https://openalex.org/I71920554,King Abdullah University of Science and Technology
https://openalex.org/I205892228,Berlin School of Economics and Law
https://openalex.org/I4210117005,Laboratoire des Sciences du Numérique de Nantes
https://openalex.org/I4210127572,IMT Atlantique
https://openalex.org/I97188460,Nantes Université
https://openalex.org/I97553796,University of Craiova
https://openalex.org/I83202590,Jeju National University
https://openalex.org/I1306687154,Sher-e-Kashmir University of Agricultural Sciences and Technology of Kashmir
https://openalex.org/I235110982,Sher-e-Kashmir University of Agricultural Sciences and Technology of Jammu
https://openalex.org/I82497590,Auburn University
https://openalex.org/I189590672,Kansas State University
https://openalex.org/I4210138055,Agriculture and Food
https://openalex.org/I231543472,North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences
https://openalex.org/I4387152206,All India Institute of Medical Sciences Rishikesh
https://openalex.org/I876193797,Vellore Institute of Technology University
https://openalex.org/I121345201,Instituto de Engenharia de Sistemas e Computadores Investigação e Desenvolvimento
https://openalex.org/I4387152517,Instituto Superior Técnico
https://openalex.org/I82509713,Mälardalen University
https://openalex.org/I63548447,Lappeenranta-Lahti University of Technology
https://openalex.org/I59897056,"California State University, Long Beach"
https://openalex.org/I4210144256,Blue Marble Space
https://openalex.org/I4210154041,Blue Marble Space Institute of Science
https://openalex.org/I4387153466,Weill Cornell Medicine
https://openalex.org/I4210109616,Bay Area Environmental Research Institute
https://openalex.org/I1281378812,Oak Ridge Associated Universities
https://openalex.org/I165733156,University of Georgia
https://openalex.org/I51713134,University of Colorado Anschutz Medical Campus
https://openalex.org/I98704320,Icahn School of Medicine at Mount Sinai
https://openalex.org/I4210149382,Johnson Space Center
https://openalex.org/I11874761,University of North Florida
https://openalex.org/I51504820,San Jose State University
https://openalex.org/I1330342723,Mayo Clinic
