skill_id,name
https://openalex.org/C94966114,Black box
https://openalex.org/C151110159,Philosophy of technology
https://openalex.org/C89623803,Pandemic
https://openalex.org/C3006700255,2019-20 coronavirus outbreak
https://openalex.org/C3007834351,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2)
https://openalex.org/C107482638,Hospitality
https://openalex.org/C18918823,Tourism
https://openalex.org/C189705334,Hospitality management studies
https://openalex.org/C525551149,Hospitality industry
https://openalex.org/C162853370,Marketing
https://openalex.org/C2780378061,Service (business)
https://openalex.org/C45374587,Computation
https://openalex.org/C203005215,Machine translation
https://openalex.org/C149364088,Translation (biology)
https://openalex.org/C2779227376,Layer (electronics)
https://openalex.org/C137293760,Language model
https://openalex.org/C108650721,Counterfactual thinking
https://openalex.org/C2777629044,Contrastive analysis
https://openalex.org/C88199923,Food processing
https://openalex.org/C513059894,Food industry
https://openalex.org/C2778348673,Production (economics)
https://openalex.org/C5791170,Food engineering
https://openalex.org/C516717267,Food safety
https://openalex.org/C116675565,Outbreak
https://openalex.org/C2779134260,Disease
https://openalex.org/C132651083,Climate change
https://openalex.org/C188573790,Renewable energy
https://openalex.org/C134560507,Environmental economics
https://openalex.org/C509746633,Climate change mitigation
https://openalex.org/C2742236,Efficient energy use
https://openalex.org/C115343472,Global warming
https://openalex.org/C47737302,Greenhouse gas
https://openalex.org/C2780165032,Energy consumption
https://openalex.org/C205537798,Extreme weather
https://openalex.org/C107826830,Environmental resource management
https://openalex.org/C547764534,Literacy
https://openalex.org/C19417346,Pedagogy
https://openalex.org/C199033989,Narrative
https://openalex.org/C2778476105,Workload
https://openalex.org/C82307848,Audience measurement
https://openalex.org/C33676613,Dimension (graph theory)
https://openalex.org/C126082660,Digital transformation
https://openalex.org/C169087156,Framing (construction)
https://openalex.org/C529147693,News media
https://openalex.org/C146303308,Frame analysis
https://openalex.org/C2776680780,Guardian
https://openalex.org/C29595303,Media studies
https://openalex.org/C162446236,Content analysis
https://openalex.org/C3019611579,Surgical procedures
https://openalex.org/C19527891,Medical physics
https://openalex.org/C141071460,Surgery
https://openalex.org/C2779652045,Pharmaceutical industry
https://openalex.org/C103888896,Spaceflight
https://openalex.org/C104060986,Space exploration
https://openalex.org/C534819032,Human spaceflight
https://openalex.org/C178802073,Aeronautics
https://openalex.org/C2780262971,Law enforcement
https://openalex.org/C110099512,Philosophy of science
https://openalex.org/C7493553,Certainty
https://openalex.org/C2779267917,Deception
https://openalex.org/C2780982575,Deterrence (psychology)
https://openalex.org/C2779777834,Enforcement
https://openalex.org/C199539241,Law
https://openalex.org/C157764524,Throughput
https://openalex.org/C101468663,Modular design
https://openalex.org/C2780428219,Cover (algebra)
https://openalex.org/C12725497,Baseline (sea)
https://openalex.org/C182325601,Learner autonomy
https://openalex.org/C2776159695,Language learning strategies
https://openalex.org/C74672266,Language acquisition
https://openalex.org/C51672120,Cooperative learning
https://openalex.org/C2776503756,Self-regulated learning
https://openalex.org/C88610354,Teaching method
https://openalex.org/C155261790,DrugBank
https://openalex.org/C63222358,chEMBL
https://openalex.org/C501593827,Antibiotics
https://openalex.org/C4937899,Antimicrobial
https://openalex.org/C94665300,Antibiotic resistance
https://openalex.org/C2909960733,Antimicrobial drug
https://openalex.org/C84976871,Openness to experience
https://openalex.org/C130217890,Biodiversity
https://openalex.org/C2777615720,Prioritization
https://openalex.org/C101991246,Extinction (optical mineralogy)
https://openalex.org/C53565203,Species richness
https://openalex.org/C205649164,Geography
https://openalex.org/C207141826,Urbanism
https://openalex.org/C170154142,Architectural engineering
https://openalex.org/C2778049185,Legal case
https://openalex.org/C2781067378,Interpretability
https://openalex.org/C44104985,Supply chain management
https://openalex.org/C195094911,Process management
https://openalex.org/C22507642,Hazardous waste
https://openalex.org/C539469273,Environmental monitoring
https://openalex.org/C2909468537,Environmental pollution
https://openalex.org/C2987857752,Human health
https://openalex.org/C521259446,Pollution
https://openalex.org/C150672426,Brainstorming
https://openalex.org/C71889745,Counterfactual conditional
https://openalex.org/C97256817,Spurious relationship
https://openalex.org/C500882744,Latent Dirichlet allocation
https://openalex.org/C109747225,Scarcity
https://openalex.org/C187107819,NASA Deep Space Network
https://openalex.org/C109051061,Biomonitoring
https://openalex.org/C52641369,Creativity technique
https://openalex.org/C512170562,Entertainment
https://openalex.org/C2776548248,Judgement
https://openalex.org/C158154518,Relevance (law)
https://openalex.org/C12267149,Support vector machine
https://openalex.org/C75795011,Typology
https://openalex.org/C28719098,Point (geometry)
https://openalex.org/C2777432744,Compassion
https://openalex.org/C2779885105,Empathy
